#id,breed,group,group2,bioproject
SAMN08612499,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612476,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612477,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612475,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612472,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612473,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612470,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612471,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612478,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612479,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612485,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612484,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612487,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612486,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612481,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612480,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612482,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612489,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612488,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612526,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612483,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612529,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612474,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491862,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491861,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491860,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491859,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491858,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491857,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491856,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491855,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491854,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491853,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491832,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491831,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491830,Jersey,Jersey,Jersey,PRJNA431934
SAMN15779602,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779923,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779920,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779915,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779911,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779905,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779646,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779627,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779624,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779941,Jersey,Jersey,Jersey,PRJNA656361
SAMN15780095,Jersey,Jersey,Jersey,PRJNA656361
SAMN15780094,Jersey,Jersey,Jersey,PRJNA656361
SAMN15780088,Jersey,Jersey,Jersey,PRJNA656361
SAMN15780083,Jersey,Jersey,Jersey,PRJNA656361
SAMN15780072,Jersey,Jersey,Jersey,PRJNA656361
SAMN15780070,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779613,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779622,Jersey,Jersey,Jersey,PRJNA656361
SAMN15780126,Jersey,Jersey,Jersey,PRJNA656361
SAMN15780113,Jersey,Jersey,Jersey,PRJNA656361
SAMN15780111,Jersey,Jersey,Jersey,PRJNA656361
SAMN15780110,Jersey,Jersey,Jersey,PRJNA656361
SAMN02671597,Jersey,Jersey,Jersey,PRJNA238491
SAMN02671598,Jersey,Jersey,Jersey,PRJNA238491
SAMN02671599,Jersey,Jersey,Jersey,PRJNA238491
SAMN02671600,Jersey,Jersey,Jersey,PRJNA238491
SAMN02671601,Jersey,Jersey,Jersey,PRJNA238491
SAMN02671602,Jersey,Jersey,Jersey,PRJNA238491
SAMN02671603,Jersey,Jersey,Jersey,PRJNA238491
SAMN02671604,Jersey,Jersey,Jersey,PRJNA238491
SAMN02671605,Jersey,Jersey,Jersey,PRJNA238491
SAMN02671606,Jersey,Jersey,Jersey,PRJNA238491
SAMN02671607,Jersey,Jersey,Jersey,PRJNA238491
SAMN02671608,Jersey,Jersey,Jersey,PRJNA238491
SAMN02671610,Jersey,Jersey,Jersey,PRJNA238491
SAMN02671611,Jersey,Jersey,Jersey,PRJNA238491
SAMN02671609,Jersey,Jersey,Jersey,PRJNA238491
SAMN03387022,Jersey,Jersey,Jersey,PRJNA277147
SAMN10940695,Jersey,Jersey,Jersey,PRJNA343262
SAMN10940696,Jersey,Jersey,Jersey,PRJNA343262
SAMN10940698,Jersey,Jersey,Jersey,PRJNA343262
SAMN10940697,Jersey,Jersey,Jersey,PRJNA343262
SAMN10940700,Jersey,Jersey,Jersey,PRJNA343262
SAMN10940699,Jersey,Jersey,Jersey,PRJNA343262
SAMN10940701,Jersey,Jersey,Jersey,PRJNA343262
SAMN08612542,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612541,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612544,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612543,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612546,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491845,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491842,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491844,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491843,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491838,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491956,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491955,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491954,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491953,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491825,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491824,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491836,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491847,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491846,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491827,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491828,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491829,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491826,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491929,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491927,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491926,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491925,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491934,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491933,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491932,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491931,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491930,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491914,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491913,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491912,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491911,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491924,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491923,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491922,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491921,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491920,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491919,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491918,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491916,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491915,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491945,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491944,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491943,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491942,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491941,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491939,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491938,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491937,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491936,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491906,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491905,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491904,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491940,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491935,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491928,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491909,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491908,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491907,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN19491910,Jersey x Holstein crossbred,HolsteinRelated,Holstein-X-Jersey,PRJNA431934
SAMN06282427,Polish Holstein-Friesian,Holstein,Holstein,PRJNA359667
SAMN06282408,Polish Holstein-Friesian,Holstein,Holstein,PRJNA359667
SAMN06282418,Polish Holstein-Friesian,Holstein,Holstein,PRJNA359667
SAMN06282428,Polish Holstein-Friesian,Holstein,Holstein,PRJNA359667
SAMN06282410,Polish Holstein-Friesian,Holstein,Holstein,PRJNA359667
SAMN06282411,Polish Holstein-Friesian,Holstein,Holstein,PRJNA359667
SAMN06282422,Polish Holstein-Friesian,Holstein,Holstein,PRJNA359667
SAMN06282425,Polish Holstein-Friesian,Holstein,Holstein,PRJNA359667
SAMN06282420,Polish Holstein-Friesian,Holstein,Holstein,PRJNA359667
SAMN06282416,Polish Holstein-Friesian,Holstein,Holstein,PRJNA359667
SAMN06282409,Polish Holstein-Friesian,Holstein,Holstein,PRJNA359667
SAMN06282436,Polish Holstein-Friesian,Holstein,Holstein,PRJNA359667
SAMN06282426,Polish Holstein-Friesian,Holstein,Holstein,PRJNA359667
SAMN06282413,Polish Holstein-Friesian,Holstein,Holstein,PRJNA359667
SAMN06282412,Polish Holstein-Friesian,Holstein,Holstein,PRJNA359667
SAMN06282414,Polish Holstein-Friesian,Holstein,Holstein,PRJNA359667
SAMN06282417,Polish Holstein-Friesian,Holstein,Holstein,PRJNA359667
SAMN06282407,Polish Holstein-Friesian,Holstein,Holstein,PRJNA359667
SAMN06282424,Polish Holstein-Friesian,Holstein,Holstein,PRJNA359667
SAMN06282415,Polish Holstein-Friesian,Holstein,Holstein,PRJNA359667
SAMN06282432,Polish Holstein-Friesian,Holstein,Holstein,PRJNA359667
SAMN06282433,Polish Holstein-Friesian,Holstein,Holstein,PRJNA359667
SAMN06282421,Polish Holstein-Friesian,Holstein,Holstein,PRJNA359667
SAMN06282431,Polish Holstein-Friesian,Holstein,Holstein,PRJNA359667
SAMN06282429,Polish Holstein-Friesian,Holstein,Holstein,PRJNA359667
SAMN06282423,Polish Holstein-Friesian,Holstein,Holstein,PRJNA359667
SAMN06282435,Polish Holstein-Friesian,Holstein,Holstein,PRJNA359667
SAMN06282405,Polish Holstein-Friesian,Holstein,Holstein,PRJNA359667
SAMN06282430,Polish Holstein-Friesian,Holstein,Holstein,PRJNA359667
SAMN06282419,Polish Holstein-Friesian,Holstein,Holstein,PRJNA359667
